file,length (s)
/scratch/ci411/sonos_rirs/voice_ace/Speech/F1s1.wav,1.7919727891156463
/scratch/ci411/sonos_rirs/voice_ace/Speech/F1s2.wav,2.164943310657596
/scratch/ci411/sonos_rirs/voice_ace/Speech/F1s3.wav,8.252562358276643
/scratch/ci411/sonos_rirs/voice_ace/Speech/F1s4.wav,67.04730158730159
/scratch/ci411/sonos_rirs/voice_ace/Speech/F1s5.wav,11.595646258503402
/scratch/ci411/sonos_rirs/voice_ace/Speech/F2s1.wav,1.383673469387755
/scratch/ci411/sonos_rirs/voice_ace/Speech/F2s2.wav,1.9086621315192744
/scratch/ci411/sonos_rirs/voice_ace/Speech/F2s3.wav,15.101451247165533
/scratch/ci411/sonos_rirs/voice_ace/Speech/F2s4.wav,74.94340136054421
/scratch/ci411/sonos_rirs/voice_ace/Speech/F2s5.wav,12.91954648526077
/scratch/ci411/sonos_rirs/voice_ace/Speech/F3s1.wav,1.2814512471655328
/scratch/ci411/sonos_rirs/voice_ace/Speech/F3s2.wav,1.8565986394557823
/scratch/ci411/sonos_rirs/voice_ace/Speech/F3s3.wav,10.492154195011338
/scratch/ci411/sonos_rirs/voice_ace/Speech/F3s4.wav,81.64875283446712
/scratch/ci411/sonos_rirs/voice_ace/Speech/F3s5.wav,12.677006802721088
/scratch/ci411/sonos_rirs/voice_ace/Speech/F4s1.wav,1.6931065759637187
/scratch/ci411/sonos_rirs/voice_ace/Speech/F4s2.wav,3.0417233560090704
/scratch/ci411/sonos_rirs/voice_ace/Speech/F4s3.wav,10.814920634920634
/scratch/ci411/sonos_rirs/voice_ace/Speech/F4s4.wav,35.92485260770975
/scratch/ci411/sonos_rirs/voice_ace/Speech/F4s5.wav,12.10984126984127
/scratch/ci411/sonos_rirs/voice_ace/Speech/F5s1.wav,1.4408163265306122
/scratch/ci411/sonos_rirs/voice_ace/Speech/F5s2.wav,2.070204081632653
/scratch/ci411/sonos_rirs/voice_ace/Speech/F5s3.wav,5.170340136054421
/scratch/ci411/sonos_rirs/voice_ace/Speech/F5s4.wav,76.12503401360544
/scratch/ci411/sonos_rirs/voice_ace/Speech/F5s5.wav,10.458684807256235
/scratch/ci411/sonos_rirs/voice_ace/Speech/M1s1.wav,1.3671655328798187
/scratch/ci411/sonos_rirs/voice_ace/Speech/M1s2.wav,1.9475736961451247
/scratch/ci411/sonos_rirs/voice_ace/Speech/M1s3.wav,5.577732426303855
/scratch/ci411/sonos_rirs/voice_ace/Speech/M1s4.wav,46.56852607709751
/scratch/ci411/sonos_rirs/voice_ace/Speech/M1s5.wav,12.712925170068027
/scratch/ci411/sonos_rirs/voice_ace/Speech/M2s1.wav,1.4118367346938776
/scratch/ci411/sonos_rirs/voice_ace/Speech/M2s2.wav,2.415374149659864
/scratch/ci411/sonos_rirs/voice_ace/Speech/M2s3.wav,12.222312925170067
/scratch/ci411/sonos_rirs/voice_ace/Speech/M2s4.wav,74.67678004535148
/scratch/ci411/sonos_rirs/voice_ace/Speech/M2s5.wav,12.92294784580499
/scratch/ci411/sonos_rirs/voice_ace/Speech/M3s1.wav,1.4607709750566893
/scratch/ci411/sonos_rirs/voice_ace/Speech/M3s2.wav,2.100907029478458
/scratch/ci411/sonos_rirs/voice_ace/Speech/M3s3.wav,11.29501133786848
/scratch/ci411/sonos_rirs/voice_ace/Speech/M3s4.wav,78.63428571428571
/scratch/ci411/sonos_rirs/voice_ace/Speech/M3s5.wav,13.62249433106576
/scratch/ci411/sonos_rirs/voice_ace/Speech/M4s1.wav,1.42984126984127
/scratch/ci411/sonos_rirs/voice_ace/Speech/M4s2.wav,2.497596371882086
/scratch/ci411/sonos_rirs/voice_ace/Speech/M4s3.wav,7.553696145124716
/scratch/ci411/sonos_rirs/voice_ace/Speech/M4s4.wav,77.58721088435374
/scratch/ci411/sonos_rirs/voice_ace/Speech/M4s5.wav,10.387709750566893
/scratch/ci411/sonos_rirs/voice_ace/Speech/M5s1.wav,1.4068027210884353
/scratch/ci411/sonos_rirs/voice_ace/Speech/M5s2.wav,2.863718820861678
/scratch/ci411/sonos_rirs/voice_ace/Speech/M5s3.wav,12.319501133786847
/scratch/ci411/sonos_rirs/voice_ace/Speech/M5s4.wav,96.99868480725624
/scratch/ci411/sonos_rirs/voice_ace/Speech/M5s5.wav,16.13283446712018
/scratch/ci411/sonos_rirs/voice_ace/Speech/M6s3.wav,6.366621315192743
/scratch/ci411/sonos_rirs/voice_ace/Speech/M6s4.wav,66.23301587301587
/scratch/ci411/sonos_rirs/voice_ace/Speech/M7s3.wav,10.534104308390022
/scratch/ci411/sonos_rirs/voice_ace/Speech/M7s4.wav,76.17469387755102
/scratch/ci411/sonos_rirs/voice_ace/Speech/M8s3.wav,4.549251700680272
/scratch/ci411/sonos_rirs/voice_ace/Speech/M8s4.wav,53.80512471655329
/scratch/ci411/sonos_rirs/voice_ace/Speech/M9s3.wav,12.30077097505669
/scratch/ci411/sonos_rirs/voice_ace/Speech/M9s4.wav,25.042539682539683
